date,price,bedrooms,bathrooms,sqft_living,sqft_log,floors,waterfront,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
23/5/2014 00:00,360000,3,2,1270,1323,3,no,1270,0,2006,,8830 Midvale Ave N,Seattle,WA 98103,USA
10/6/2014 00:00,285000,2,2,1651,18200,1,no,1651,0,1946,,15923 Vashon Hwy SW,Vashon,WA 98070,USA
23/5/2014 00:00,355000,3,2,1220,1186,3,no,1220,0,2007,,9245a Interlake Ave N,Seattle,WA 98103,USA
26/6/2014 00:00,285000,2,1,1010,7200,1,no,1010,0,1975,,18716 35th Ave NE,Lake Forest Park,WA 98155,USA
24/5/2014 00:00,479000,3,1,1370,3000,1.5,no,1370,0,1924,2011,611 N 46th St,Seattle,WA 98103,USA
24/5/2014 00:00,2000000,5,4,4580,4443,3,yes,4580,0,2004,2003,4277 E Lake Sammamish Shore Ln SE,Sammamish,WA 98075,USA
27/6/2014 00:00,285000,2,1,910,8155,1,no,910,0,1948,,15322 26th Ave NE,Shoreline,WA 98155,USA
25/6/2014 00:00,286000,2,1,780,3475,1,no,780,0,1930,,200 Taylor Ave S,North Bend,WA 98045,USA
25/5/2014 00:00,675000,3,3,2980,28000,1,no,1820,1160,1981,2013,15017-15023 NE 144th St,Redmond,WA 98052,USA
26/5/2014 00:00,276000,3,1,1140,5000,1,no,1140,0,1960,2012,5403 23rd Ave SW,Seattle,WA 98106,USA
30/5/2014 00:00,287919.7826,2,1,1090,5000,1,no,730,360,1942,1982,8607 36th Ave SW,Seattle,WA 98126,USA
26/5/2014 00:00,880000,3,2,2130,35169,1,no,2130,0,1989,,16704 162nd Ave NE,Woodinville,WA 98072,USA
26/5/2014 00:00,172500,3,1,1140,8800,1,no,1140,0,1972,2002,4804 S 378th St,Auburn,WA 98001,USA
3/7/2014 00:00,287919.7826,2,1,870,4600,1,no,870,0,1942,1982,8506 37th Ave SW,Seattle,WA 98126,USA
27/5/2014 00:00,529000,3,1,1210,3328,1.5,no,1210,0,1924,,6015 5th Ave NW,Seattle,WA 98107,USA
11/6/2014 00:00,290300,2,1,860,3874,1,no,860,0,1931,,915 N 1st St,Renton,WA 98057,USA
27/5/2014 00:00,360000,3,1,1050,9206,1.5,no,1050,0,1954,2005,10710 Lake City Way NE,Seattle,WA 98125,USA
27/5/2014 00:00,360000,3,1,1570,9467,1,no,1570,0,1954,2005,19141 1st Ave NW,Shoreline,WA 98177,USA
27/5/2014 00:00,688000,4,3,3000,4000,1.5,no,1970,1030,1913,2014,3220 19th Ave S,Seattle,WA 98144,USA
27/5/2014 00:00,326500,3,1,1810,12375,2,no,1810,0,1970,2014,15717 126th Pl NE,Woodinville,WA 98072,USA
23/6/2014 00:00,290900,2,2,1610,17600,2,no,1610,0,1930,1983,13301 56th Ave S,Tukwila,WA 98178,USA
27/5/2014 00:00,730001,3,2,1840,4750,1,no,1010,830,1951,,7741 29th Ave NW,Seattle,WA 98117,USA
27/5/2014 00:00,260000,3,2,1630,8018,1,no,1630,0,2003,,311 Dereks Pl,Pacific,WA 98047,USA
27/5/2014 00:00,344950,4,2,2330,6250,1,no,1400,930,1941,1998,440 Scenic Way,Kent,WA 98030,USA
27/5/2014 00:00,389000,5,2,2330,10750,1,no,1190,1140,1962,,14323 73rd Ave NE,Kenmore,WA 98028,USA
3/6/2014 00:00,295000,2,1,1170,10621,1,no,1170,0,1963,2008,507 Janet Ave NE,North Bend,WA 98045,USA
27/5/2014 00:00,525000,5,3,2750,3800,1.5,no,1750,1000,1926,,7550 14th Avenue Northeast,Seattle,WA 98115,USA
27/5/2014 00:00,292050,5,3,2840,7199,1,no,1710,1130,2003,,10719 47th Ave S,Tukwila,WA 98178,USA
27/5/2014 00:00,295832,5,1,1410,6400,1,no,960,450,1955,,20208 1st Pl S,Des Moines,WA 98198,USA
27/5/2014 00:00,857000,4,3,3720,29043,2,no,3720,0,1991,,10161 134th Pl NE,Kirkland,WA 98033,USA
27/5/2014 00:00,465000,3,2,1560,8640,1,no,1560,0,1967,,14216-14228 117th Ave NE,Kirkland,WA 98034,USA
27/5/2014 00:00,329000,3,1,1600,5952,1,no,1150,450,1964,,8127 22nd Ave SW,Seattle,WA 98106,USA
27/5/2014 00:00,475000,3,2,1230,11502,1,no,1230,0,1984,,15918 NE 113th Ct,Redmond,WA 98052,USA
27/5/2014 00:00,255000,3,1,960,8100,1,no,960,0,1955,2005,20234 20th Ave NE,Shoreline,WA 98155,USA
27/5/2014 00:00,435000,3,1,1270,4000,1.5,no,1270,0,1928,1954,3824 35th Ave SW,Seattle,WA 98126,USA
24/6/2014 00:00,295000,2,1,650,5400,1,no,650,0,1950,2005,1829 29th Ave,Seattle,WA 98122,USA
27/5/2014 00:00,780000,3,3,2520,2152,1.5,no,1560,960,1925,2006,1906 11th Ave W,Seattle,WA 98119,USA
9/7/2014 00:00,295000,2,1,800,6500,1,no,800,0,1953,1983,108 N 183rd St,Shoreline,WA 98133,USA
27/5/2014 00:00,244000,3,1,910,5250,1,no,910,0,1971,,1256 SW 146th St,Burien,WA 98166,USA
27/5/2014 00:00,304000,3,1,900,7500,1,no,900,0,1972,,7725 NE 143rd St,Kirkland,WA 98034,USA
27/5/2014 00:00,305000,4,1,2100,9288,1,no,1050,1050,1968,,16423 126th Pl SE,Renton,WA 98058,USA
27/5/2014 00:00,280000,3,1,1200,6250,1,no,920,280,1943,2002,10424 2nd Ave S,Seattle,WA 98168,USA
27/5/2014 00:00,960000,5,4,3720,15200,2,no,3720,0,2005,,1414 235th Pl SE,Sammamish,WA 98075,USA
27/5/2014 00:00,970000,5,3,3480,15185,2,no,3480,0,1964,,3601-3733 Greenbrier Ln,Mercer Island,WA 98040,USA
3/7/2014 00:00,295950,2,1,1190,6200,1,no,1190,0,1948,1994,1610 N 185th St,Shoreline,WA 98133,USA
27/5/2014 00:00,480000,3,1,1150,4945,1,no,1150,0,1943,2002,4103 37th Ave SW,Seattle,WA 98126,USA
27/5/2014 00:00,268000,4,2,1930,6600,1,no,1030,900,1967,,13436 Occidental Ave S,Burien,WA 98168,USA
27/5/2014 00:00,399950,3,3,1296,1051,3,no,1296,0,2009,,12303 Sand Point Way NE,Seattle,WA 98125,USA
21/5/2014 00:00,299800,2,1,790,5240,1,no,790,0,1925,1968,8041-8299 Beacon Ave S,Seattle,WA 98118,USA
27/5/2014 00:00,1149000,4,3,5940,11533,2,no,4950,990,2004,2003,6310 Fairway Pl SE,Snoqualmie,WA 98065,USA
28/5/2014 00:00,310000,3,1,1430,19901,1.5,no,1430,0,1927,,8308 NE 176th Pl,Kenmore,WA 98028,USA
28/5/2014 00:00,550000,4,1,1660,34848,1,no,930,730,1933,,6056 156th Ave NE,Redmond,WA 98052,USA
23/6/2014 00:00,299995,2,1,1060,7200,1,no,1060,0,1951,1999,1212 NE 162nd St,Shoreline,WA 98155,USA
28/5/2014 00:00,799000,4,3,2580,209523,2,no,2580,0,1984,,24927 NE 108th St,Redmond,WA 98053,USA
7/5/2014 00:00,300000,2,1,760,3001,1,no,760,0,1913,1983,1761 17th Ave S,Seattle,WA 98144,USA
28/5/2014 00:00,225000,3,2,2030,24829,1,no,1220,810,1979,,36721 34th Ave S,Auburn,WA 98001,USA
28/5/2014 00:00,335000,4,2,1480,3132,1,no,740,740,1910,,5840 16th Ave S,Seattle,WA 98108,USA
28/5/2014 00:00,450000,3,1,1100,4600,1,no,1100,0,1917,2009,3920 42nd Ave SW,Seattle,WA 98116,USA
28/5/2014 00:00,681000,3,1,1700,6356,1.5,no,1700,0,1907,1983,4001 42nd Ave S,Seattle,WA 98118,USA
28/5/2014 00:00,370000,3,1,800,2296,1,no,800,0,1908,,125 N Bowdoin Pl,Seattle,WA 98103,USA
21/5/2014 00:00,300000,2,1,970,13700,1,no,970,0,1949,1998,9807 22nd Ave SW,Seattle,WA 98106,USA
28/5/2014 00:00,150000,3,1,820,7680,1.5,no,820,0,1910,2006,8408 20th Ave SW,Seattle,WA 98106,USA
28/5/2014 00:00,305000,3,1,1160,11776,1,no,1160,0,1968,1997,15803 197th Pl NE,Woodinville,WA 98077,USA
28/5/2014 00:00,999000,7,4,3150,34830,1,no,3150,0,1957,2005,714 145th Ave SE,Bellevue,WA 98007,USA
28/5/2014 00:00,460000,4,3,2230,52983,2,no,2230,0,1991,,27209 110th Ave SE,Kent,WA 98030,USA
23/5/2014 00:00,300000,2,1,1340,7788,1,no,1340,0,1947,2012,7111 S Ryan St,Seattle,WA 98178,USA
28/5/2014 00:00,600000,4,2,2510,38141,1,no,2510,0,1960,2012,13507 62nd Ave NE,Kirkland,WA 98034,USA
28/5/2014 00:00,589000,3,1,1110,6000,1.5,no,1110,0,1932,2002,3228 36th Ave W,Seattle,WA 98199,USA
28/5/2014 00:00,590000,3,2,1650,6150,2,no,1650,0,1926,1993,3627 48th Ave SW,Seattle,WA 98116,USA
28/5/2014 00:00,479900,3,2,1980,12150,1,no,1980,0,1994,,26272 142nd Ave SE,Kent,WA 98042,USA
29/5/2014 00:00,300000,2,1,820,3844,1,no,820,0,1916,,723 N 105th St,Seattle,WA 98133,USA
28/5/2014 00:00,840500,3,2,2520,5400,1.5,no,1410,1110,1906,1990,1917 3rd Ave W,Seattle,WA 98119,USA
28/5/2014 00:00,380000,3,2,1660,8281,1,no,1660,0,1949,1998,5021 Fauntleroy Way SW,Seattle,WA 98136,USA
28/5/2014 00:00,168500,3,1,1100,10125,1,no,1100,0,1969,2010,17458 SE 262nd St,Covington,WA 98042,USA
24/6/2014 00:00,300000,2,1,750,5120,1,no,750,0,1941,1998,7920 34th Ave SW,Seattle,WA 98126,USA
28/5/2014 00:00,277000,4,1,1450,6250,1,no,990,460,1964,2000,10020 18th Ave SW,Seattle,WA 98146,USA
30/6/2014 00:00,300000,2,1,960,8153,1,no,960,0,1947,2012,2610 NE 145th St,Shoreline,WA 98155,USA
28/5/2014 00:00,254000,3,2,1480,7480,1,no,1480,0,1992,,21438 SE 277th St,Maple Valley,WA 98038,USA
28/5/2014 00:00,299000,3,1,1390,9624,1.5,no,1390,0,1954,1979,2544 NE 203rd St,Shoreline,WA 98155,USA
2/7/2014 00:00,300000,2,1,1010,11919,1,no,1010,0,1947,2012,16036 6th Ave NE,Shoreline,WA 98155,USA
28/5/2014 00:00,580000,5,2,1940,6000,1,no,970,970,1945,,8026 38th Ave NE,Seattle,WA 98115,USA
28/5/2014 00:00,124740,3,1,1340,15600,1,no,1340,0,1978,2000,31118 149th Ave SE,Kent,WA 98042,USA
,,,,,,,,,,,,,,,
29/5/2014 00:00,302000,2,1,900,423838,1,no,900,0,1925,,18923 SE 416th St,Enumclaw,WA 98022,USA
9/6/2014 00:00,304700,2,1,740,5995,1,no,740,0,1949,1985,13715 Wallingford Ave N,Seattle,WA 98133,USA
28/5/2014 00:00,253400,3,2,1400,8640,1,no,1400,0,1968,,1033 S 316th St,Federal Way,WA 98003,USA
29/5/2014 00:00,485000,4,1,1600,4300,1.5,no,1600,0,1916,,1215 N 50th St,Seattle,WA 98103,USA
2/7/2014 00:00,305000,2,1,2160,12960,1,no,1360,800,1968,1997,14717 58th Ave S,Tukwila,WA 98168,USA
23/5/2014 00:00,306000,2,1,780,13500,1,no,780,0,1946,1989,15210 Mink Rd NE,Woodinville,WA 98077,USA
29/5/2014 00:00,145000,3,1,1010,5490,1,no,1010,0,1954,2005,14056 31st Ave S,SeaTac,WA 98168,USA
2/5/2014 00:00,308500,2,1,850,6174,1,no,850,0,1950,1983,121 NE 147th St,Shoreline,WA 98155,USA
29/5/2014 00:00,750500,5,3,2170,2440,1.5,no,1450,720,1911,1966,1006 NE Ravenna Blvd,Seattle,WA 98105,USA
29/5/2014 00:00,550000,5,2,2450,9488,1,no,1240,1210,1900,1955,10515 Ashworth Ave N,Seattle,WA 98133,USA
29/5/2014 00:00,619000,4,2,2300,3400,1.5,no,1550,750,1915,,308 NW 67th St,Seattle,WA 98117,USA
29/5/2014 00:00,405000,3,2,1240,14404,1,no,1240,0,1988,2000,6019 210th Ave NE,Redmond,WA 98053,USA
29/5/2014 00:00,308830.7692,2,1,810,4800,1,no,810,0,1919,2001,4611 51st Ave S,Seattle,WA 98118,USA
29/5/2014 00:00,231000,4,2,1530,6375,2,no,1530,0,1942,1983,14904 133rd Ave SE,Renton,WA 98058,USA
29/5/2014 00:00,450000,4,2,2240,7725,1,no,1120,1120,1956,,2503 SW Portland Ct,Seattle,WA 98106,USA
29/5/2014 00:00,595000,3,2,1480,5000,1,no,750,730,1928,,7728 11th Ave NW,Seattle,WA 98117,USA
29/5/2014 00:00,155000,3,1,1250,6250,1,no,1030,220,1949,,8215 8th Ave S,Seattle,WA 98108,USA
29/5/2014 00:00,400000,5,2,1930,9747,1,no,1020,910,1962,,20210 78th Pl NE,Kenmore,WA 98028,USA
29/5/2014 00:00,529000,3,1,1590,6420,1,no,1590,0,1944,,4531 SW Webster St,Seattle,WA 98136,USA
25/6/2014 00:00,310000,2,1,870,5400,1,no,870,0,1950,2007,9238 32nd Ave SW,Seattle,WA 98126,USA
29/5/2014 00:00,400000,4,2,1670,12056,1,no,1670,0,1955,2005,7221 NE 156th St,Kenmore,WA 98028,USA
29/5/2014 00:00,525000,3,3,2600,5238,1.5,no,1890,710,1989,,28624 6th Pl S,Des Moines,WA 98198,USA
2/7/2014 00:00,310000,2,1,700,3000,1,no,700,0,1918,1974,929 N 77th St,Seattle,WA 98103,USA
29/5/2014 00:00,503000,3,2,2590,108900,2,no,1980,610,1988,2000,21409 SE 215th St,Maple Valley,WA 98038,USA
29/5/2014 00:00,475300,3,1,2110,10005,1,no,1110,1000,1924,1956,9719 130th Ave NE,Kirkland,WA 98033,USA
15/5/2014 00:00,312500,2,1,880,6345,1,no,880,0,1919,2001,7558 19th Ave SW,Seattle,WA 98106,USA
20/5/2014 00:00,315000,2,1,790,6969,1,no,790,0,1955,1984,10830 132nd Ave NE,Redmond,WA 98052,USA
30/5/2014 00:00,385000,3,1,1220,4800,1,no,1220,0,1901,,1915 E Marion St,Seattle,WA 98122,USA
30/5/2014 00:00,196440,3,2,1560,7352,1,no,1560,0,1992,,130 Main St,Algona,WA 98001,USA
30/5/2014 00:00,369000,3,2,1550,8509,1,no,1150,400,1959,1989,8102 7th Ave SW,Seattle,WA 98106,USA
10/6/2014 00:00,315000,2,1,1740,3622,1,no,950,790,1924,,5237 Martin Luther King Jr Way S,Seattle,WA 98118,USA
30/5/2014 00:00,299950,3,1,1210,9525,1,no,1210,0,1955,2005,8430 8th Ave SW,Seattle,WA 98106,USA
12/6/2014 00:00,315000,2,1,970,5665,1,no,970,0,1908,,4726 S Orcas St,Seattle,WA 98118,USA
8/7/2014 00:00,315000,2,1,1080,2674,1,no,720,360,1919,1985,4820 12th Ave S,Seattle,WA 98108,USA
30/5/2014 00:00,315000,3,2,1060,5750,1,no,1060,0,1981,2013,5452 31st Ave SW,Seattle,WA 98126,USA
22/5/2014 00:00,319950,2,1,1070,5824,1,no,1070,0,1949,,7057 S Lakeridge Dr,Seattle,WA 98178,USA
30/5/2014 00:00,374000,3,1,1200,9800,1,no,1200,0,1971,,15616 173rd Ave NE,Woodinville,WA 98072,USA
19/6/2014 00:00,319950,2,1,920,8341,1,no,920,0,1939,1969,11260 Marine View Dr SW,Seattle,WA 98146,USA
26/6/2014 00:00,320000,2,1,950,5316,1,no,950,0,1948,1994,3743 Belvidere Ave SW,Seattle,WA 98126,USA
30/5/2014 00:00,735000,4,3,2840,4120,1.5,no,2060,780,1931,,3849 Cascadia Ave S,Seattle,WA 98118,USA
30/5/2014 00:00,240000,3,2,1330,6000,1,no,630,700,1900,1971,527 S Donovan St,Seattle,WA 98108,USA
30/5/2014 00:00,568000,4,2,2340,50233,1,no,1170,1170,1966,,2202 238th Ave SE,Sammamish,WA 98075,USA
1/6/2014 00:00,1595000,5,3,3640,8239,2,no,2540,1100,1982,,17200 SE 29th Ct,Bellevue,WA 98008,USA
1/6/2014 00:00,250000,1,1,750,4000,1,no,750,0,1918,,4356 SW Concord St,Seattle,WA 98136,USA
2/6/2014 00:00,315000,3,1,960,6634,1,no,960,0,1952,2008,1715 NE 135th St,Seattle,WA 98125,USA
20/6/2014 00:00,325000,2,1,840,4239,1,no,840,0,1948,1994,7901-7911 39th Ave SW,Seattle,WA 98136,USA
2/6/2014 00:00,500000,3,2,1720,5525,1,no,960,760,1941,,4825 27th Ave S,Seattle,WA 98108,USA
8/7/2014 00:00,325000,2,1,800,7260,1,no,800,0,1953,,7354 27th Ave SW,Seattle,WA 98126,USA
2/6/2014 00:00,469000,3,1,950,4250,1.5,no,950,0,1948,1985,1911 E Columbia St,Seattle,WA 98122,USA
8/7/2014 00:00,325000,2,1,810,4080,1,no,810,0,1941,1998,3620 SW Holden St,Seattle,WA 98126,USA
27/5/2014 00:00,326100,2,1,880,7683,1,no,880,0,1942,1999,11709 3rd Ave NW,Seattle,WA 98177,USA
2/6/2014 00:00,275000,3,2,1380,4500,1,no,1380,0,2008,,24031 SE 262nd Pl,Maple Valley,WA 98038,USA
2/6/2014 00:00,629000,3,2,1760,5000,1,no,960,800,1920,,2439 Piedmont Pl W,Seattle,WA 98199,USA
2/6/2014 00:00,395000,1,1,730,3000,1,no,730,0,1911,1979,6215 30th Ave NW,Seattle,WA 98107,USA
2/6/2014 00:00,789000,3,3,3740,39640,2,no,3740,0,1991,,9900 SW Quartermaster Dr,Vashon,WA 98070,USA
2/6/2014 00:00,250000,4,2,1850,7560,1,no,1540,310,1978,2000,4511 S 262nd St,Kent,WA 98032,USA
6/5/2014 00:00,329350,2,1,720,6687,1,no,720,0,1942,1999,9712 4th Ave NW,Seattle,WA 98117,USA
5/5/2014 00:00,329950,2,1,1140,5250,1.5,no,1140,0,1949,1985,14017 Roslyn Pl N,Seattle,WA 98133,USA
24/6/2014 00:00,329950,2,1,900,5220,1,no,900,0,1956,,10264 California Ave SW,Seattle,WA 98146,USA
2/6/2014 00:00,305000,3,1,950,13475,1,no,950,0,1950,2005,2023 NE 175th St,Shoreline,WA 98155,USA
2/6/2014 00:00,730000,4,2,2360,6000,1,no,1260,1100,1939,,3635 41st Ave W,Seattle,WA 98199,USA
2/6/2014 00:00,472500,3,2,1750,15500,1,no,1490,260,1982,,20604 SE 24th St,Sammamish,WA 98075,USA
2/6/2014 00:00,550000,3,2,1810,4064,1.5,no,1810,0,1925,2002,7820 Ashworth Ave N,Seattle,WA 98103,USA
2/6/2014 00:00,870000,4,3,4500,21780,2,no,3040,1460,1980,,5003 E Mercer Way,Mercer Island,WA 98040,USA
2/6/2014 00:00,199950,3,1,1010,7245,1,no,1010,0,1969,2010,29910-29918 21st Ave S,Federal Way,WA 98003,USA
2/6/2014 00:00,274950,3,1,1450,8820,1,no,1050,400,1958,2004,5619 S 149th St,Tukwila,WA 98168,USA
8/5/2014 00:00,330000,2,2,1550,435600,1.5,no,1550,0,1972,,36521 SE 94th St,Snoqualmie,WA 98065,USA
20/5/2014 00:00,330000,2,1,860,8308,1,no,860,0,1948,,3522 SW 107th St,Seattle,WA 98146,USA
3/6/2014 00:00,223000,3,1,1030,9120,1,no,1030,0,1961,2004,26825 33rd Ave S,Kent,WA 98032,USA
3/6/2014 00:00,230000,3,2,1440,5600,1,no,720,720,1942,2007,2508 NE 7th St,Renton,WA 98056,USA
3/6/2014 00:00,430000,3,2,1360,5120,1.5,no,910,450,1924,,4822 48th Ave SW,Seattle,WA 98116,USA
3/6/2014 00:00,713250,3,2,2050,9000,1,no,2050,0,1951,1999,2416 70th Ave SE,Mercer Island,WA 98040,USA
3/6/2014 00:00,235000,3,2,1530,8700,1,no,1530,0,1970,,2925 Morris Ave S,Renton,WA 98055,USA
11/6/2014 00:00,333000,2,1,720,6686,1,no,720,0,1942,1999,9716 4th Ave NW,Seattle,WA 98117,USA
3/6/2014 00:00,390000,3,2,1080,7236,1,no,1080,0,1947,,808 NE 117th St,Seattle,WA 98125,USA
3/6/2014 00:00,150000,3,1,1320,8220,1,no,1320,0,1959,1989,1904 S 259th St,Des Moines,WA 98198,USA
3/6/2014 00:00,710000,3,2,2140,4923,1,no,1070,1070,1928,,8250 Ashworth Ave N,Seattle,WA 98103,USA
3/6/2014 00:00,320000,3,2,1880,10758,1,no,940,940,1952,1998,14712 SE 105th Pl,Renton,WA 98059,USA
3/6/2014 00:00,235000,3,1,1250,15603,1,no,1250,0,1959,,12522 SE 105th St,Renton,WA 98056,USA
3/6/2014 00:00,437000,5,2,2120,137565,1.5,no,2120,0,1913,1983,16633 Westside Hwy SW,Vashon,WA 98070,USA
3/6/2014 00:00,830000,3,3,2080,10521,1.5,no,2080,0,2004,2003,8359 NE Juanita Dr,Kirkland,WA 98034,USA
2/5/2014 00:00,335000,2,2,1350,2560,1,no,1350,0,1976,,2616 174th Ave NE,Redmond,WA 98052,USA
3/6/2014 00:00,960000,4,3,4590,9150,2,no,3490,1100,1981,2013,13003 13th Ave NW,Seattle,WA 98177,USA
3/6/2014 00:00,847000,5,1,2550,4623,2.5,no,2550,0,1905,,805 30th Ave,Seattle,WA 98122,USA
3/6/2014 00:00,206000,3,1,1060,9600,1,no,1060,0,1962,,35014 19th Ave SW,Federal Way,WA 98023,USA
3/6/2014 00:00,605000,3,2,2060,4040,1,no,1120,940,1947,1988,510 N 70th St,Seattle,WA 98103,USA
18/6/2014 00:00,337945.75,2,1,940,9839,1,no,940,0,1910,2006,4100 SW Othello St,Seattle,WA 98136,USA
3/6/2014 00:00,210000,3,1,1110,7962,1,no,1110,0,1962,2003,11048 21st Ave SW,Seattle,WA 98146,USA
26/6/2014 00:00,339000,2,1,950,7954,1,no,950,0,1941,1998,2016 S Pearl St,Seattle,WA 98108,USA
3/6/2014 00:00,718000,3,1,1030,4958,1,no,1030,0,1952,1998,4760 47th Ave NE,Seattle,WA 98105,USA
7/5/2014 00:00,339950,2,1,820,681,3,no,820,0,2006,,513 N 46th St,Seattle,WA 98103,USA
3/6/2014 00:00,222400,3,2,1200,9566,1,no,1200,0,1995,,124 Mt Vista Pl SW,Pacific,WA 98047,USA
3/6/2014 00:00,272500,3,2,1410,7622,1,no,1410,0,1983,,14608 SE 195th Pl,Renton,WA 98058,USA
3/6/2014 00:00,427874,3,3,2340,5002,2,no,2340,0,2013,1923,897 SE 11th St,North Bend,WA 98045,USA
4/6/2014 00:00,327500,3,1,1070,7140,1,no,1070,0,1989,,3510 S Holly St,Seattle,WA 98118,USA
4/6/2014 00:00,212500,3,1,920,14400,1,no,920,0,1977,,35632 52nd Ave S,Auburn,WA 98001,USA
4/6/2014 00:00,135000,1,1,790,13062,1,no,790,0,1942,1999,1641 S 124th St,Seattle,WA 98168,USA
17/6/2014 00:00,342000,2,1,740,6180,1,no,740,0,1948,1994,4813 S Findlay St,Seattle,WA 98118,USA
4/6/2014 00:00,390000,3,1,1240,11108,1,no,1240,0,1952,,1348 SW 175th St,Normandy Park,WA 98166,USA
4/6/2014 00:00,119500,3,1,1170,11000,1,no,1170,0,1980,,14800 Kennedy Pl NE,Duvall,WA 98019,USA
4/6/2014 00:00,289950,3,2,1670,7757,1,no,1670,0,1992,,10009 SE 247th Pl,Kent,WA 98030,USA
4/6/2014 00:00,500000,5,3,2920,11440,2,no,2920,0,2003,,18202 Dayton Ave N,Shoreline,WA 98133,USA
4/6/2014 00:00,465000,3,1,910,4500,1,no,910,0,1948,1994,2915 NW 75th St,Seattle,WA 98117,USA
4/6/2014 00:00,540000,3,1,1050,4160,1,no,1050,0,1925,1968,2511 NE 65th St,Seattle,WA 98115,USA
4/6/2014 00:00,525000,3,2,1540,7800,1,no,1540,0,2004,2003,10340 38th Ave NE,Seattle,WA 98125,USA
4/6/2014 00:00,324950,3,1,1210,7440,1,no,1210,0,1949,1998,15243 6th Ave NE,Shoreline,WA 98155,USA
4/6/2014 00:00,760500,3,2,1990,3990,1,no,1130,860,1912,,4117 Bagley Ave N,Seattle,WA 98103,USA
18/6/2014 00:00,343566,2,1,1100,4200,1,no,1100,0,1954,2005,8005 46th Ave SW,Seattle,WA 98136,USA
4/6/2014 00:00,470000,3,2,1800,12669,1,no,1800,0,1956,1990,10406 126th Ave NE,Kirkland,WA 98033,USA
4/6/2014 00:00,317000,3,1,1010,5400,1,no,1010,0,1959,1989,3100-3198 S Byron St,Seattle,WA 98144,USA
4/6/2014 00:00,250000,4,2,2120,8701,1.5,no,2120,0,1960,2001,2006 S 257th St,Des Moines,WA 98198,USA
28/5/2014 00:00,345000,2,1,1080,4000,1,no,1080,0,1940,1996,8351 Jones Ave NW,Seattle,WA 98117,USA
4/6/2014 00:00,400000,3,2,2260,11305,1,no,1130,1130,1986,,2811 Mill Ave S,Renton,WA 98055,USA
4/6/2014 00:00,310000,3,2,1350,11150,1,no,1110,240,1995,,42321 SE 171st St,North Bend,WA 98045,USA
4/6/2014 00:00,250500,3,2,1710,7225,2,no,1710,0,1988,,3030 SW 346th Pl,Federal Way,WA 98023,USA
4/6/2014 00:00,129000,1,1,650,15364,1,no,650,0,1967,,13712 SE 256th Pl,Kent,WA 98042,USA
30/6/2014 00:00,345000,2,1,970,5750,1,no,970,0,1932,1958,5601 29th Ave SW,Seattle,WA 98126,USA
4/6/2014 00:00,190000,5,2,1750,10284,1,no,1750,0,1943,,1916 Harrington Cir NE,Renton,WA 98056,USA
4/6/2014 00:00,767450,3,2,1630,7599,1,no,1630,0,2006,,1464 NW 95th St,Seattle,WA 98117,USA
4/6/2014 00:00,765000,4,3,4410,5104,2,no,3400,1010,2006,,6820 Pinehurst Ave SE,Snoqualmie,WA 98065,USA
5/6/2014 00:00,279950,3,2,1750,9750,1,no,1350,400,1961,2004,2640 S 227th Pl,Des Moines,WA 98198,USA
5/6/2014 00:00,269000,3,1,1690,4250,1,no,1020,670,1967,2011,12035-12225 61st Ave S,Seattle,WA 98178,USA
5/6/2014 00:00,450000,4,1,2000,4676,1.5,no,1250,750,1916,1986,5421-5499 52nd Terrace S,Seattle,WA 98118,USA
5/6/2014 00:00,440000,3,1,1050,7500,1,no,1050,0,1900,2005,6057-6061 50th Ave SW,Seattle,WA 98136,USA
5/6/2014 00:00,495000,5,3,2440,4750,1,no,1450,990,2006,,5954 24th Ave S,Seattle,WA 98108,USA
1/7/2014 00:00,345000,2,1,1080,7775,1,no,1080,0,1955,2005,6439 Marshall Ave SW,Seattle,WA 98136,USA
5/6/2014 00:00,289000,3,2,1680,8424,1,no,1680,0,1993,,710 Victor St,Enumclaw,WA 98022,USA
5/6/2014 00:00,240000,3,1,1150,4825,1,no,1150,0,1957,2001,450 NE Birch St,Issaquah,WA 98027,USA
5/6/2014 00:00,395000,4,3,1980,7931,1,no,1160,820,1983,,16723 Corliss Pl N,Shoreline,WA 98133,USA
5/6/2014 00:00,390000,3,2,1463,868,3,no,1463,0,2003,,7538 Roosevelt Way NE,Seattle,WA 98115,USA
5/6/2014 00:00,466500,3,1,1430,3840,1,no,950,480,1945,2010,7550 19th Ave NW,Seattle,WA 98117,USA
12/5/2014 00:00,350000,2,1,910,4500,1.5,no,910,0,1906,1990,4430 Letitia Ave S,Seattle,WA 98118,USA
5/6/2014 00:00,165000,3,1,1150,19200,1,no,1150,0,1908,,36255 52nd Ave S,Auburn,WA 98001,USA
5/6/2014 00:00,189000,3,1,1010,7560,1,no,1010,0,1958,2004,17026 124th Ave SE,Renton,WA 98058,USA
5/6/2014 00:00,237000,3,1,1130,10650,1,no,1130,0,1954,2005,18504 38th Ave S,SeaTac,WA 98188,USA
5/6/2014 00:00,335000,3,2,1170,5360,1,no,1170,0,1919,2001,9432 25th Ave SW,Seattle,WA 98106,USA
5/6/2014 00:00,605004,4,2,1370,4000,2,no,1370,0,1951,1994,2825 W Jameson St,Seattle,WA 98199,USA
